rank,fit,score,company,title,url,source,location,fit_reason,job_market,seniority,stack_signals,published_at,report_group
734,Razoavel,0,Empresa não informada,Analista De Qualidade/Regulatórios,<https://www.infojobs.com.br/vaga-de-analista-qualidaderegulatorios-em-sao-paulo__11593502.aspx>,browser_mcp,"-sao-paulo__11593502.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,qa
735,Razoavel,0,Empresa não informada,Analista De Qualidade,<https://www.infojobs.com.br/vaga-de-analista-qualidade-em-parana__11597764.aspx>,browser_mcp,"-parana__11597764.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,qa
736,Razoavel,0,Empresa não informada,Analista De Qualidade,<https://www.infojobs.com.br/vaga-de-analista-qualidade-em-sao-paulo__11632026.aspx>,browser_mcp,"-sao-paulo__11632026.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,qa
737,Razoavel,0,Empresa não informada,"Analista De Sistemas SR - Meios De Pagamento - Pinheiros, SP","<https://www.infojobs.com.br/vaga-de-analista-sistemas-sr-meios-pagamento-pinheiros,-sp-em-sao-paulo__11575172.aspx>",browser_mcp,as-sr-meios-pagamento-pinheiros,Brazil-friendly remote,brazil_friendly,Senior,,,senior
738,Razoavel,0,Empresa não informada,Desenvolvedor(A) Fullstack (Angular + PHP/Laravel),<https://www.infojobs.com.br/vaga-de-desenvolvedora-fullstack-angular-phplaravel-em-espirito-santo__11133427.aspx>,browser_mcp,"-espirito-santo__11133427.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,pleno
739,Razoavel,0,Empresa não informada,Analista De Qualidade,<https://www.infojobs.com.br/vaga-de-analista-qualidade-em-sao-paulo__11606205.aspx>,browser_mcp,"-sao-paulo__11606205.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,qa
740,Razoavel,0,Empresa não informada,Especialista Em Devops / SRE,<https://www.infojobs.com.br/vaga-de-especialista-devops-sre-em-sao-paulo__11623673.aspx>,browser_mcp,"-sao-paulo__11623673.aspx"">",Brazil-friendly remote,brazil_friendly,Unspecified,,,devops
741,Razoavel,0,Empresa não informada,ANALISTA DE QUALIDADE TÉCNICA,<https://www.infojobs.com.br/vaga-de-analista-qualidade-tecnica-em-goias__11588084.aspx>,browser_mcp,"-goias__11588084.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,go,,qa
742,Razoavel,0,Empresa não informada,DESENVOLVEDOR- VIA MONDO,<https://www.infojobs.com.br/vaga-de-desenvolvedor-via-mondo-em-minas-gerais__11605910.aspx>,browser_mcp,"-minas-gerais__11605910.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,pleno
743,Razoavel,0,Empresa não informada,Analista De Qualidade,<https://www.infojobs.com.br/vaga-de-analista-qualidade-em-rio-janeiro__11632584.aspx>,browser_mcp,"-rio-janeiro__11632584.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,qa
744,Razoavel,0,Empresa não informada,ANALISTA DE QUALIDADE E PROCESSOS JÚNIOR,<https://www.infojobs.com.br/vaga-de-analista-qualidade-processos-junior-em-parana__11618380.aspx>,browser_mcp,"-parana__11618380.aspx"">",Brazil-friendly remote,brazil_friendly,Junior,,,qa
745,Razoavel,0,Empresa não informada,Desenvolvedor Fullstack Sênior,<https://www.infojobs.com.br/vaga-de-desenvolvedor-fullstack-senior-em-rio-janeiro__11630956.aspx>,browser_mcp,"-rio-janeiro__11630956.aspx"">",Brazil-friendly remote,brazil_friendly,Senior,,,senior
746,Razoavel,0,Dotz,ANALISTA DE INFRAESTRUTURA PLENO | FOCO DEVOPS/CLOUD,<https://dotz.gupy.io/job/eyJqb2JJZCI6MTEzMDUxNzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Pleno,cloud,,devops
747,Razoavel,0,TSA Tecnologia de Sistemas de Automação SA,Analista de Qualidade de Software (QA Engineer),<https://tsaengenharia.gupy.io/job/eyJqb2JJZCI6MTEyNTY1OTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Belo Horizonte,Brazil-based or Remote Brazil,brazil,Pleno,,,qa
748,Razoavel,0,Empresa não informada,Desenvolvedor(A) Delphi - Espanhol Avançado,<https://www.infojobs.com.br/vaga-de-desenvolvedora-delphi-espanhol-avancado-em-__11637421.aspx>,browser_mcp,"-__11637421.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,pleno
