rank,fit,score,company,title,url,source,location,fit_reason,job_market,seniority,stack_signals,published_at,report_group
140,Excelente,98,WeFit,Desenvolvedor(a) Node.js Pleno Temporário,<https://www.programathor.com.br/jobs/33471-desenvolvedor-a-node-js-pleno-temporario>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,javascript; node,,pleno
141,Excelente,100,Kairogen,Desenvolvedor(a) Full Stack Pleno - Node.js,<https://programathor.com.br/jobs/33478-desenvolvedor-a-full-stack-pleno-node-js>,programathor,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; nestjs; node; postgres; go,,pleno
142,Excelente,100,Coderio,"Tech Lead (Go, Python, React, Azure) MS054SG",<https://himalayas.app/companies/coderio/jobs/tech-lead-go-python-react-azure-ms054sg>,himalayas,"Remote / Argentina, Brazil, Chile, Colombia, Mexico, Paraguay, Peru, Uruguay",Brazil-friendly remote,brazil_friendly,Lead,typescript; reactjs; docker; microservices; azure; kubernetes; distributed systems; architecture; cloud; platform; backend; frontend; go; python,2026-05-17T13:33:10.000Z,senior
143,Excelente,98,CI&T,"[Job-29285] Mid-Level Fullstack Developer, Brazil (Mulheres)",<https://himalayas.app/companies/ci-t/jobs/job-29285-mid-level-fullstack-developer-brazil-mulheres>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; node; postgres; platform; backend; api; go; java,2026-05-12T22:29:29.000Z,pleno
144,Excelente,100,Oscilar,Sr./Staff Security Engineer,<https://himalayas.app/companies/oscilar/jobs/sr-staff-security-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Staff,aws; typescript; kubernetes; platform; python; java,2026-05-16T18:39:28.000Z,staff
145,Excelente,100,Addvisor Consulting (VSG Consultoria Empresarial Ltda),Arquiteto(a) de Soluções Sênior,<https://programathor.com.br/jobs/33517-arquiteto-a-de-solucoes-senior>,programathor,Remoto,Brazil-based or Remote Brazil,brazil,Architect,docker; azure; api,,arq
146,Excelente,97,Sigma Software,Big Data Engineer,<https://himalayas.app/companies/sigma-software-e561c036-16e4-4b2c-aa28-a33af9f3750b/jobs/big-data-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; typescript; architecture; cloud; platform; backend; api; go; python,2026-05-18T04:37:38.000Z,pleno
147,Excelente,100,Sigma Software,Senior React Native Developer,<https://himalayas.app/companies/sigma-software-e561c036-16e4-4b2c-aa28-a33af9f3750b/jobs/senior-react-native-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; react-native; platform; go,2026-05-17T00:44:10.000Z,senior
148,Excelente,100,ACV Auctions,"Senior Engineer, IT Infrastructure",<https://himalayas.app/companies/acv-auctions/jobs/senior-engineer-it-infrastructure>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,aws; terraform; typescript; express; gcp; azure; architecture; cloud; platform; api; go; python,2026-05-09T00:13:57.000Z,senior
149,Excelente,100,CI&T,"[Job - 29363] Senior Java Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29363-senior-java-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; postgres; docker; figma; kubernetes; distributed systems; platform; backend; api; java,2026-05-15T10:29:31.000Z,senior
150,Excelente,100,CI&T,[Job 29403] Desenvolvedor APIs com AWS Lambda,<https://himalayas.app/companies/ci-t/jobs/job-29403-desenvolvedor-apis-com-aws-lambda>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; javascript; typescript; microservices; scrum; cloud; platform; api; java,2026-05-20T16:15:46.000Z,pleno
151,Excelente,98,CI&T,"[Job - 29229] Mid Level Backend Developer Golang, Brasil",<https://himalayas.app/companies/ci-t/jobs/job-29229-mid-level-backend-developer-golang-brasil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; typescript; microservices; architecture; cloud; platform; backend; api; go; java,2026-05-09T03:48:04.000Z,pleno
152,Excelente,100,wex,Staff Engineer - .NET/AI,<https://himalayas.app/companies/wex/jobs/staff-engineer-net-ai>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Staff,aws; terraform; typescript; reactjs; postgres; docker; scrum; azure; kubernetes; graphql; distributed systems; architecture; cloud; backend; api; go,2026-05-07T12:02:28.000Z,staff
153,Excelente,100,Devsu,Senior Site Reliability Engineer (SRE) (GCP),<https://www.getonbrd.com/jobs/senior-site-reliability-engineer-sre-gcp-devsu-remote>,getonboard,"Remote / Argentina, Dominican Republic, Chile, Colombia, Peru, Brazil, Mexico, El Salvador, Guatemala, Honduras, Paraguay",Brazil-friendly remote,brazil_friendly,Senior,typescript; docker; gcp; kubernetes; cloud; platform; go; python,2026-05-20T14:54:44.000Z,devops
154,Excelente,100,CI&T,"[Job-29256] Senior/Specialist AWS DevOps Engineer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29256-senior-specialist-aws-devops-engineer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; typescript; cloud; platform,2026-05-08T13:39:01.000Z,devops
155,Excelente,100,Trustly,Senior Back-End Engineer,<https://himalayas.app/companies/trustly-com/jobs/senior-back-end-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; html-css; platform; backend; api; go; java,2026-05-18T05:00:25.000Z,senior
156,Excelente,100,Experian,Sr Cloud Security Engineer,<https://himalayas.app/companies/experian/jobs/sr-cloud-security-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; typescript; express; gcp; cloud; go; python,2026-05-16T18:39:00.000Z,senior
157,Excelente,100,Chainlink Labs,"Senior Site Reliability Engineer, Node Platform",<https://himalayas.app/companies/chainlink-labs/jobs/senior-site-reliability-engineer-node-platform-7514605708>,himalayas,"Remote / Argentina, Brazil, Canada, Colombia, Mexico, United States",Brazil-friendly remote,brazil_friendly,Senior,aws; terraform; javascript; typescript; node; kubernetes; distributed systems; architecture; platform; backend; api; go,2026-05-21T07:30:25.000Z,devops
158,Excelente,100,Dev.Pro,Senior AI Platform Engineer - HexCore & Eval Systems - OPS00071,<https://himalayas.app/companies/dev-pro/jobs/senior-ai-platform-engineer-hexcore-eval-systems-ops00071>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; node; postgres; architecture; platform; backend; api; go; python,2026-05-18T01:19:44.000Z,devops
159,Excelente,100,CI&T,"[29314] Sênior DESENVOLVEDOR FULLSTACK ANGULAR/JAVA, Brasil",<https://himalayas.app/companies/ci-t/jobs/29314-senior-desenvolvedor-fullstack-angular-java-brasil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; platform; java,2026-05-13T06:31:04.000Z,senior
160,Excelente,100,RecargaPay,Principal Engineer (Checkout),<https://himalayas.app/companies/recargapay-com/jobs/principal-engineer-checkout>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Principal,aws; typescript; express; postgres; microservices; distributed systems; architecture; cloud; platform; backend; api; go; python; java,2026-05-18T20:31:21.000Z,staff
161,Excelente,100,CI&T,"[Job 29244] Senior Developer Java, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29244-senior-developer-java-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; redis; docker; microservices; scrum; kubernetes; cloud; platform; go; java,2026-05-08T08:37:07.000Z,senior
162,Excelente,99,Toptal,Senior Backend Engineer,<https://himalayas.app/companies/toptal/jobs/senior-backend-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,javascript; typescript; reactjs; node; graphql; platform; backend; api; java,2026-05-07T12:05:52.000Z,senior
163,Excelente,100,Pavago,Senior Full Stack Software Engineer,<https://himalayas.app/companies/pavago/jobs/senior-full-stack-software-engineer-5646932944>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; postgres; gcp; azure; architecture; cloud; api; go; java,2026-05-08T19:39:41.000Z,senior
164,Excelente,100,Ubiminds,Full-Stack Engineer .NET Core/ Angular (519 ),<https://himalayas.app/companies/ubiminds/jobs/full-stack-engineer-net-core-angular-519>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; docker; scrum; architecture; api; jest,2026-05-20T11:48:33.000Z,pleno
165,Excelente,97,Bluelight Consulting,"Golang Developer - Remote, Latin America",<https://himalayas.app/companies/bluelight-consulting/jobs/golang-developer-remote-latin-america-7841436439>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; reactjs; gcp; cloud; platform; backend; api; go; python,2026-05-17T09:08:55.000Z,pleno
166,Excelente,98,CI&T,[Job-29237] Mid Level Fullstack Developer Java+Angular,<https://himalayas.app/companies/ci-t/jobs/job-29237-mid-level-fullstack-developer-java-angular>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; scrum; platform; frontend; api; java,2026-05-09T14:42:44.000Z,pleno
167,Excelente,100,Mindera,Senior .Net Software Engineer,<https://himalayas.app/companies/mindera/jobs/senior-net-software-engineer-4814535745>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; typescript; redis; scrum; kubernetes; distributed systems; architecture; cloud; backend; go; python,2026-05-09T13:39:03.000Z,senior
168,Excelente,100,Truelogic,Senior/Mid-Level Mobile Engineer (React Native) - E-Commerce (Brazil),<https://himalayas.app/companies/truelogic-io/jobs/senior-mid-level-mobile-engineer-react-native-e-commerce-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; react-native; node; scrum; platform; go,2026-05-14T05:12:29.000Z,senior
169,Excelente,100,Domaine,Technical Lead (Domaine Studio),<https://himalayas.app/companies/domaine/jobs/technical-lead-domaine-studio-6160270104>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Lead,javascript; typescript; reactjs; node; html-css; figma; graphql; architecture; platform; frontend; api; go; java,2026-05-19T22:55:42.000Z,senior
170,Excelente,100,CI&T,"[Job 29234] Senior Front End (React/Typescript) Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29234-senior-front-end-react-typescript-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; scrum; graphql; architecture; frontend; api,2026-05-08T11:53:24.000Z,senior
171,Excelente,100,Upwork,Contract: Senior Backend Engineer - Snowflake Data Platform,<https://himalayas.app/companies/upwork/jobs/contract-senior-backend-engineer-snowflake-data-platform>,himalayas,"Remote / Argentina, Belize, Bolivia, Brazil, Chile, Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, El Salvador, Guatemala, Guyana, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, Suriname, Trinidad and Tobago, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Senior,aws; javascript; typescript; express; cloud; platform; backend; go; python; java,2026-05-20T06:10:28.000Z,senior
172,Excelente,100,Altais Health Solutions,Senior Systems Architect,<https://himalayas.app/companies/altais-health-solutions/jobs/senior-systems-architect-902224059>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Architect,aws; terraform; typescript; azure; architecture; cloud; platform; api; go,2026-05-07T20:31:05.000Z,arq
173,Excelente,100,Twilio,Partner Solutions Architect,<https://job-boards.greenhouse.io/twilio/jobs/7659831>,greenhouse,Remote - Brazil,Brazil-based or Remote Brazil,brazil,Architect,typescript; express; architecture; platform; api,2026-03-04T20:35:54.000Z,arq
174,Excelente,100,CI&T,"[Job-29384] AWS Cloud Architect, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29384-aws-cloud-architect-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Architect,aws; terraform; typescript; kubernetes; distributed systems; architecture; cloud; platform; go,2026-05-16T08:39:17.000Z,arq
175,Excelente,100,CI&T,[Job - 29293] Desenvolvedor Fullstack Pleno/Sênior (Java e Angular) - Vaga Afirm,<https://himalayas.app/companies/ci-t/jobs/job-29293-desenvolvedor-fullstack-pleno-senior-java-e-angular-vaga-afirm>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; node; docker; microservices; micro-frontends; scrum; azure; architecture; cloud; platform; frontend; api; java; sonarqube,2026-05-12T10:28:05.000Z,senior
176,Excelente,100,Digital Forms,Solution Architect,<https://himalayas.app/companies/digitalforms/jobs/solution-architect>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Architect,aws; typescript; microservices; scrum; gcp; azure; architecture; cloud; platform; api; go,2026-05-07T15:26:22.000Z,arq
177,Excelente,100,CI&T,[Job -29373] Desenvolvedor Fullstack Pleno (Java e Angular),<https://himalayas.app/companies/ci-t/jobs/job-29373-desenvolvedor-fullstack-pleno-java-e-angular>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; platform; frontend; api; java,2026-05-15T11:21:46.000Z,pleno
178,Excelente,100,Pavago,Software Engineer - Go Specialist,<https://himalayas.app/companies/pavago/jobs/software-engineer-go-specialist-4532371793>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; typescript; postgres; gcp; azure; distributed systems; cloud; platform; backend; api; go; python; java,2026-05-15T05:39:07.000Z,pleno
179,Excelente,100,CI&T,"[Job 29235] Senior Android Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29235-senior-android-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; graphql; architecture; platform; go; java,2026-05-08T12:47:43.000Z,senior
180,Excelente,100,Capco,Senior Cloud Backend Engineer (AWS + Python) - COM INGLÊS - Remoto,<https://himalayas.app/companies/capco/jobs/senior-cloud-backend-engineer-aws-python-com-ingles-remoto>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; express; docker; microservices; architecture; cloud; platform; backend; api; go; python,2026-05-19T06:47:28.000Z,senior
181,Excelente,100,CI&T,"[Job- 29255] Frontend Engineer SR, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29255-frontend-engineer-sr-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; html-css; frontend; go,2026-05-09T05:02:25.000Z,senior
182,Excelente,100,CI&T,"[Job- 29178] Senior Frontend Developer React, Brasil",<https://himalayas.app/companies/ci-t/jobs/job-29178-senior-frontend-developer-react-brasil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; html-css; platform; frontend; api; java; jest,2026-05-08T12:13:53.000Z,senior
183,Excelente,100,CI&T,"[Job - 29172] Mid Level/ Senior Backend Developer Java , Brasil (Exclusiva p/ p",<https://himalayas.app/companies/ci-t/jobs/job-29172-mid-level-senior-backend-developer-java-brasil-exclusiva-p-p>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; node; microservices; architecture; cloud; platform; backend; api; go; java,2026-05-14T05:00:56.000Z,senior
184,Excelente,97,Verisma,Sr. QA Test Engineer,<https://himalayas.app/companies/verisma/jobs/sr-qa-test-engineer-6568767542>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,typescript; microservices; scrum; azure; architecture; api; selenium; playwright,2026-05-13T10:08:14.000Z,qa
185,Excelente,100,CI&T,"[Job - 29349] Senior Data Developer (AWS), Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29349-senior-data-developer-aws-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; architecture; cloud; platform; go; python,2026-05-17T00:01:37.000Z,senior
186,Excelente,100,CI&T,"[Job - 29276] Senior Mobile Developer (React Native) - , Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29276-senior-mobile-developer-react-native-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; react-native; microservices; scrum; architecture; cloud; backend; api; go,2026-05-13T14:12:06.000Z,senior
187,Excelente,100,NeoEvolution,Senior Backend Engineer (Node.js/NestJS) | 100% Remote,<https://www.programathor.com.br/jobs/33462-senior-backend-engineer-node-js-nestjs-100-remote>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,javascript; nestjs; node; backend,,senior
188,Excelente,100,Matricial Capital,PROGRAMADOR(a) SÊNIOR - C# (.NET) e Python - Remoto,<https://programathor.com.br/jobs/33481-programador-a-senior-c-net-e-python-remoto>,programathor,Remoto,Brazil-based or Remote Brazil,brazil,Senior,javascript; reactjs; api; python; java,,senior
189,Excelente,98,CI&T,"[Job-29166] Mid-Level Fullstack Developer, Brazil (Mulheres)",<https://himalayas.app/companies/ci-t/jobs/job-29166-mid-level-fullstack-developer-brazil-mulheres>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; node; microservices; platform; backend; frontend; api; java,2026-05-10T02:07:40.000Z,pleno
190,Excelente,100,Truelogic,Senior Full-stack Engineer (React/Node) (Backend-Focused) - Real Estate - Brazi,<https://himalayas.app/companies/truelogic-io/jobs/senior-full-stack-engineer-react-node-backend-focused-real-estate-brazi>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; postgres; distributed systems; architecture; platform; backend,2026-05-12T20:12:35.000Z,senior
191,Excelente,100,Thanx,Software Developer,<https://himalayas.app/companies/thanx/jobs/software-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; terraform; typescript; reactjs; react-native; express; scrum; platform; backend; frontend; api; go,2026-05-18T14:05:20.000Z,pleno
192,Otima,81,Pathlock Inc.,Site Reliability Engineer-Brazil,<https://himalayas.app/companies/pathlock-inc/jobs/site-reliability-engineer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,terraform; typescript; docker; azure; kubernetes; architecture; cloud; platform; go; python,2026-05-21T22:13:43.000Z,devops
193,Otima,80,Canonical,Cloud Field Engineering Manager,<https://himalayas.app/companies/canonical/jobs/cloud-field-engineering-manager>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Unspecified,aws; typescript; postgres; gcp; azure; kubernetes; architecture; cloud; platform; api; go; python,2026-05-21T20:33:26.000Z,management
194,Otima,82,CSG,QA Test Engineer II,<https://himalayas.app/companies/csg/jobs/qa-test-engineer-ii>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; scrum; architecture; platform; api; go; python; java; selenium; playwright,2026-05-21T20:34:12.000Z,qa
195,Otima,78,Mission Inbox,Email Systems Engineer (DevOps),<https://himalayas.app/companies/mission-inbox/jobs/email-systems-engineer-devops-2402299599>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Unspecified,typescript; postgres; docker; kubernetes; architecture; platform; api; python,2026-05-22T10:22:58.000Z,devops
196,Otima,80,Canonical,Software Engineering Manager (Backend SaaS),<https://himalayas.app/companies/canonical/jobs/software-engineering-manager-backend-saas>,himalayas,"Remote / Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Dominica, Dominican Republic, Ecuador, El Salvador, French Guiana, Grenada, Guyana, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, United States, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Unspecified,javascript; typescript; reactjs; node; postgres; scrum; architecture; cloud; platform; backend; frontend; api; go; python,2026-05-21T20:33:52.000Z,management
197,Otima,78,Nüvitek,Appian Quality Assurance Engineer,<https://himalayas.app/companies/nuvitek/jobs/appian-quality-assurance-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,typescript; scrum; platform; api; java; selenium; playwright,2026-05-22T10:17:54.000Z,qa
198,Otima,81,Wellhub,Mobile Engineering Manager | Design System,<https://himalayas.app/companies/wellhub/jobs/mobile-engineering-manager-design-system>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,typescript; reactjs; react-native; express; scrum; platform; frontend; api; go,2026-05-22T08:50:11.000Z,management
199,Excelente,94,Twilio,Principal Engineer,<https://job-boards.greenhouse.io/twilio/jobs/7811868>,greenhouse,Remote - US,worldwide-compatible remote,international,Principal,aws; terraform; typescript; express; redis; microservices; kubernetes; distributed systems; architecture; cloud; platform; api; go; java,2026-04-16T03:35:08.000Z,staff
200,Excelente,94,Twilio,Principal Machine Learning & Data Engineer ,<https://job-boards.greenhouse.io/twilio/jobs/7155492>,greenhouse,Remote - US,worldwide-compatible remote,international,Principal,aws; terraform; typescript; express; kubernetes; distributed systems; architecture; cloud; platform; api; go; python; java,2025-08-08T17:48:51.000Z,staff
201,Excelente,94,Twilio,Principal Presales Engineer,<https://job-boards.greenhouse.io/twilio/jobs/7938968>,greenhouse,Remote - US,worldwide-compatible remote,international,Principal,aws; javascript; typescript; reactjs; node; express; html-css; gcp; azure; architecture; cloud; platform; backend; frontend; api; go; python; java,2026-05-19T16:34:52.000Z,staff
202,Excelente,94,Mashgin,"Software Engineer, Full-Stack",<https://himalayas.app/companies/mashgin/jobs/software-engineer-full-stack>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; node; architecture; cloud; backend; api; go; python; java,2026-05-11T20:31:37.000Z,pleno
203,Excelente,92,Hint Health,"Software Engineer, Mobile (iOS & Android)",<https://himalayas.app/companies/hint-health/jobs/software-engineer-mobile-ios-android>,himalayas,"Remote / Brazil, Mexico, Uruguay",Brazil-friendly remote,brazil_friendly,Pleno,typescript; reactjs; react-native; architecture; platform; backend; api; go,2026-05-14T21:44:44.000Z,pleno
204,Excelente,90,Tilt,Senior Mobile Engineer,<https://himalayas.app/companies/tilt-com/jobs/senior-mobile-engineer>,himalayas,"Remote / Argentina, Bolivia, Brazil, Canada, Chile, Colombia, Ecuador, French Guiana, Guyana, Mexico, Paraguay, Peru, Suriname, United States, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Senior,typescript; platform; backend; go,2026-05-20T05:21:45.000Z,senior
205,Excelente,92,Cloudlinux,Senior Database Reliability Engineer,<https://remoteok.com/remote-jobs/remote-senior-database-reliability-engineer-cloudlinux-1131613>,remoteok,,worldwide-compatible remote,international,Senior,terraform; typescript; postgres; redis; cloud; platform; go,2026-05-16T16:00:03.000Z,senior
206,Excelente,92,CI&T,"[Job - 29422] Desenvolvedor FullStack Sênior (.Net/Angular/IA), Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29422-desenvolvedor-fullstack-senior-net-angular-ia-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs,2026-05-20T07:52:20.000Z,senior
207,Excelente,91,Guidewire Software,"Digital Architect Consultant, Professional Services",<https://himalayas.app/companies/guidewire-software/jobs/digital-architect-consultant-professional-services>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Architect,aws; javascript; typescript; reactjs; express; micro-frontends; html-css; figma; scrum; azure; architecture; cloud; platform; backend; frontend; api; go; java; cypress; playwright; jest,2026-05-21T06:21:49.000Z,arq
208,Excelente,93,CI&T,[Job - 29339] Sênior Flutter Developer,<https://himalayas.app/companies/ci-t/jobs/job-29339-senior-flutter-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; figma; platform; backend; api,2026-05-14T07:27:00.000Z,senior
209,Excelente,95,Nelnet,Software Engineer II,<https://himalayas.app/companies/nelnet/jobs/software-engineer-ii>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,aws; typescript; scrum; cloud; backend; api; go; python; java,2026-05-21T20:37:58.000Z,pleno
210,Excelente,91,Alpaca,Senior Software Engineer - Tax Platform,<https://himalayas.app/companies/alpaca/jobs/senior-software-engineer-tax-platform-6146082023>,himalayas,"Remote / Brazil, Canada, Hungary, Japan, Nigeria, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Senior,typescript; distributed systems; platform; backend; api; go,2026-05-16T00:40:16.000Z,senior
211,Excelente,91,Blazestack,Full-Stack Dev (L5) + DevOps/SRE (Dual Role),<https://www.getonbrd.com/jobs/fullstack-dev-l5-devops-sre-hybrid-blazestack-remote>,getonboard,"Remote / Central America, North America, South America",LATAM remote,latam,Pleno,aws; terraform; typescript; reactjs; architecture; cloud; platform; backend; api; go; playwright,2026-05-19T16:45:09.000Z,devops
212,Excelente,90,Canonical,Public Cloud Solution Architect,<https://job-boards.greenhouse.io/canonical/jobs/7490812>,greenhouse,Home Based - Americas,worldwide-compatible remote,international,Architect,aws; typescript; docker; gcp; azure; cloud; platform; api; go,2026-01-23T19:25:42.000Z,arq
213,Excelente,95,CI&T,JOB 29041 - Desenvolvedor Pleno Fullstack - Java + Angular,<https://himalayas.app/companies/ci-t/jobs/job-29041-desenvolvedor-pleno-fullstack-java-angular>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,typescript; reactjs; platform; java,2026-05-21T00:26:09.000Z,pleno
214,Excelente,94,Wellhub,Senior AI Platform Engineer,<https://himalayas.app/companies/wellhub/jobs/senior-ai-platform-engineer-7847099653>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; cloud; platform; api; go,2026-05-20T06:44:47.000Z,devops
215,Excelente,95,Zencoder,Senior Full-stack Engineer,<https://himalayas.app/companies/zencoder/jobs/senior-full-stack-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,typescript; architecture; cloud; platform; backend; api; go; python; java,2026-05-09T06:39:31.000Z,senior
216,Excelente,95,Centrum-ai,Senior Frontend Engineer (Svelte),<https://himalayas.app/companies/centrum-ai/jobs/senior-frontend-engineer-svelte>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,typescript; reactjs; architecture; platform; backend; frontend; api; go,2026-05-12T20:31:37.000Z,senior
217,Excelente,90,Twilio,Principal Software Engineer,<https://job-boards.greenhouse.io/twilio/jobs/7797340>,greenhouse,Remote - US,worldwide-compatible remote,international,Principal,javascript; typescript; express; architecture; cloud; platform; api; python,2026-05-20T01:34:48.000Z,staff
218,Excelente,93,DXC Technology,Desenvolvedor PL/SQL Senior,<https://himalayas.app/companies/dxc-technology/jobs/desenvolvedor-pl-sql-senior>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; scrum; architecture; backend; api; go; java,2026-05-11T17:58:10.000Z,senior
219,Excelente,95,Unifonic,Senior Infrastructure Engineer,<https://himalayas.app/companies/unifonic/jobs/senior-infrastructure-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,terraform; typescript; docker; kubernetes; cloud; platform; go; python,2026-05-11T20:32:04.000Z,devops
220,Excelente,90,CI&T,"[Job 29243] Senior Developer Android - Kotlin, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29243-senior-developer-android-kotlin-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; architecture; platform; java,2026-05-08T19:02:40.000Z,senior
